Name	Label	Question	Type	Var
V1R24C3	Consultores o expertos Procendencia Extranjera	Señale si las siguientes fuentes de información fueron o no importantes como origen de ideas para desarrollar o implementar servicios o bienes nuevos o significativamente mejorados, procesos nuevos o significativamente mejorados, métodos organizativos nuevos, o técnicas de comercialización nuevas, durante el período 2010 - 2011 en su empresa. Si su respuesta es afirmativa para el caso de las fuentes externas, indique la procedencia sea nacional o extranjera.  SI=1	i	sino
V1R25C1	Ferias y exposiciones	Señale si las siguientes fuentes de información fueron o no importantes como origen de ideas para desarrollar o implementar servicios o bienes nuevos o significativamente mejorados, procesos nuevos o significativamente mejorados, métodos organizativos nuevos, o técnicas de comercialización nuevas, durante el período 2010 - 2011 en su empresa. Si su respuesta es afirmativa para el caso de las fuentes externas, indique la procedencia sea nacional o extranjera.  SI=1 NO=2	i	sino
V1R25C2	Ferias y exposiciones Procendencia Nacional	Señale si las siguientes fuentes de información fueron o no importantes como origen de ideas para desarrollar o implementar servicios o bienes nuevos o significativamente mejorados, procesos nuevos o significativamente mejorados, métodos organizativos nuevos, o técnicas de comercialización nuevas, durante el período 2010 - 2011 en su empresa. Si su respuesta es afirmativa para el caso de las fuentes externas, indique la procedencia sea nacional o extranjera.  SI=1	i	sino
V1R25C3	Ferias y exposiciones Procendencia Extranjera	Señale si las siguientes fuentes de información fueron o no importantes como origen de ideas para desarrollar o implementar servicios o bienes nuevos o significativamente mejorados, procesos nuevos o significativamente mejorados, métodos organizativos nuevos, o técnicas de comercialización nuevas, durante el período 2010 - 2011 en su empresa. Si su respuesta es afirmativa para el caso de las fuentes externas, indique la procedencia sea nacional o extranjera.  SI=1	i	sino
V1R26C1	Seminarios y conferencias	Señale si las siguientes fuentes de información fueron o no importantes como origen de ideas para desarrollar o implementar servicios o bienes nuevos o significativamente mejorados, procesos nuevos o significativamente mejorados, métodos organizativos nuevos, o técnicas de comercialización nuevas, durante el período 2010 - 2011 en su empresa. Si su respuesta es afirmativa para el caso de las fuentes externas, indique la procedencia sea nacional o extranjera.  SI=1 NO=2	i	sino
V1R26C2	Seminarios y conferencias Procendencia Nacional	Señale si las siguientes fuentes de información fueron o no importantes como origen de ideas para desarrollar o implementar servicios o bienes nuevos o significativamente mejorados, procesos nuevos o significativamente mejorados, métodos organizativos nuevos, o técnicas de comercialización nuevas, durante el período 2010 - 2011 en su empresa. Si su respuesta es afirmativa para el caso de las fuentes externas, indique la procedencia sea nacional o extranjera.  SI=1	i	sino
V1R26C3	Seminarios y conferencias Procendencia Extranjera	Señale si las siguientes fuentes de información fueron o no importantes como origen de ideas para desarrollar o implementar servicios o bienes nuevos o significativamente mejorados, procesos nuevos o significativamente mejorados, métodos organizativos nuevos, o técnicas de comercialización nuevas, durante el período 2010 - 2011 en su empresa. Si su respuesta es afirmativa para el caso de las fuentes externas, indique la procedencia sea nacional o extranjera.  SI=1	i	sino
V1R27C1	Libros, revistas o catálogos	Señale si las siguientes fuentes de información fueron o no importantes como origen de ideas para desarrollar o implementar servicios o bienes nuevos o significativamente mejorados, procesos nuevos o significativamente mejorados, métodos organizativos nuevos, o técnicas de comercialización nuevas, durante el período 2010 - 2011 en su empresa. Si su respuesta es afirmativa para el caso de las fuentes externas, indique la procedencia sea nacional o extranjera.  SI=1 NO=2	i	sino
V1R27C2	Libros, revistas o catálogos Procendencia Nacional	Señale si las siguientes fuentes de información fueron o no importantes como origen de ideas para desarrollar o implementar servicios o bienes nuevos o significativamente mejorados, procesos nuevos o significativamente mejorados, métodos organizativos nuevos, o técnicas de comercialización nuevas, durante el período 2010 - 2011 en su empresa. Si su respuesta es afirmativa para el caso de las fuentes externas, indique la procedencia sea nacional o extranjera.  SI=1	i	sino
V1R27C3	Libros, revistas o catálogos Procendencia Extranjera	Señale si las siguientes fuentes de información fueron o no importantes como origen de ideas para desarrollar o implementar servicios o bienes nuevos o significativamente mejorados, procesos nuevos o significativamente mejorados, métodos organizativos nuevos, o técnicas de comercialización nuevas, durante el período 2010 - 2011 en su empresa. Si su respuesta es afirmativa para el caso de las fuentes externas, indique la procedencia sea nacional o extranjera.  SI=1	i	sino
V1R28C1	Sistemas de información de propiedad industrial (banco de patentes)	Señale si las siguientes fuentes de información fueron o no importantes como origen de ideas para desarrollar o implementar servicios o bienes nuevos o significativamente mejorados, procesos nuevos o significativamente mejorados, métodos organizativos nuevos, o técnicas de comercialización nuevas, durante el período 2010 - 2011 en su empresa. Si su respuesta es afirmativa para el caso de las fuentes externas, indique la procedencia sea nacional o extranjera.  SI=1 NO=2	i	sino
V1R28C2	Sistemas de información de propiedad industrial (banco de patentes) Procendencia Nacional	Señale si las siguientes fuentes de información fueron o no importantes como origen de ideas para desarrollar o implementar servicios o bienes nuevos o significativamente mejorados, procesos nuevos o significativamente mejorados, métodos organizativos nuevos, o técnicas de comercialización nuevas, durante el período 2010 - 2011 en su empresa. Si su respuesta es afirmativa para el caso de las fuentes externas, indique la procedencia sea nacional o extranjera.  SI=1	i	sino
V1R28C3	Sistemas de información de propiedad industrial (banco de patentes) Procendencia Extranjera	Señale si las siguientes fuentes de información fueron o no importantes como origen de ideas para desarrollar o implementar servicios o bienes nuevos o significativamente mejorados, procesos nuevos o significativamente mejorados, métodos organizativos nuevos, o técnicas de comercialización nuevas, durante el período 2010 - 2011 en su empresa. Si su respuesta es afirmativa para el caso de las fuentes externas, indique la procedencia sea nacional o extranjera.  SI=1	i	sino
V1R29C1	Sistema de información de derechos de autor	Señale si las siguientes fuentes de información fueron o no importantes como origen de ideas para desarrollar o implementar servicios o bienes nuevos o significativamente mejorados, procesos nuevos o significativamente mejorados, métodos organizativos nuevos, o técnicas de comercialización nuevas, durante el período 2010 - 2011 en su empresa. Si su respuesta es afirmativa para el caso de las fuentes externas, indique la procedencia sea nacional o extranjera.  SI=1 NO=2	i	sino
V1R29C2	Sistema de información de derechos de autor Procendencia Nacional	Señale si las siguientes fuentes de información fueron o no importantes como origen de ideas para desarrollar o implementar servicios o bienes nuevos o significativamente mejorados, procesos nuevos o significativamente mejorados, métodos organizativos nuevos, o técnicas de comercialización nuevas, durante el período 2010 - 2011 en su empresa. Si su respuesta es afirmativa para el caso de las fuentes externas, indique la procedencia sea nacional o extranjera.  SI=1	i	sino
V1R29C3	Sistema de información de derechos de autor Procendencia Extranjera	Señale si las siguientes fuentes de información fueron o no importantes como origen de ideas para desarrollar o implementar servicios o bienes nuevos o significativamente mejorados, procesos nuevos o significativamente mejorados, métodos organizativos nuevos, o técnicas de comercialización nuevas, durante el período 2010 - 2011 en su empresa. Si su respuesta es afirmativa para el caso de las fuentes externas, indique la procedencia sea nacional o extranjera.  SI=1	i	sino
V1R30C1	Internet	Señale si las siguientes fuentes de información fueron o no importantes como origen de ideas para desarrollar o implementar servicios o bienes nuevos o significativamente mejorados, procesos nuevos o significativamente mejorados, métodos organizativos nuevos, o técnicas de comercialización nuevas, durante el período 2010 - 2011 en su empresa. Si su respuesta es afirmativa para el caso de las fuentes externas, indique la procedencia sea nacional o extranjera.  SI=1 NO=2	i	sino
