Name	Label	Question	Type
V1R7C1	Otra empresa relacionada (si hace parte de un conglomerado)	Señale si las siguientes fuentes de información fueron o no importantes como origen de ideas para desarrollar o implementar servicios o bienes nuevos o significativamente mejorados, procesos nuevos o significativamente mejorados, métodos organizativos nuevos, o técnicas de comercialización nuevas, durante el período 2014 - 2015 en su empresa. Si su respuesta es afirmativa para el caso de las fuentes externas, indique la procedencia sea nacional o extranjera.  SI=1 NO=2	i
V1R8C2PIII	Otra empresa relacionada (si hace parte de un conglomerado) Procendencia Nacional	Señale si las siguientes fuentes de información fueron o no importantes como origen de ideas para desarrollar o implementar servicios o bienes nuevos o significativamente mejorados, procesos nuevos o significativamente mejorados, métodos organizativos nuevos, o técnicas de comercialización nuevas, durante el período 2010 - 2011 en su empresa. Si su respuesta es afirmativa para el caso de las fuentes externas, indique la procedencia sea nacional o extranjera.  SI=1	i
V1R8C3PIII	Otra empresa relacionada (si hace parte de un conglomerado) Procendencia Extranjera	Señale si las siguientes fuentes de información fueron o no importantes como origen de ideas para desarrollar o implementar servicios o bienes nuevos o significativamente mejorados, procesos nuevos o significativamente mejorados, métodos organizativos nuevos, o técnicas de comercialización nuevas, durante el período 2010 - 2011 en su empresa. Si su respuesta es afirmativa para el caso de las fuentes externas, indique la procedencia sea nacional o extranjera.  SI=1	i
V1R8C1	Casa matriz extranjera	Señale si las siguientes fuentes de información fueron o no importantes como origen de ideas para desarrollar o implementar servicios o bienes nuevos o significativamente mejorados, procesos nuevos o significativamente mejorados, métodos organizativos nuevos, o técnicas de comercialización nuevas, durante el período 2014 - 2015 en su empresa. Si su respuesta es afirmativa para el caso de las fuentes externas, indique la procedencia sea nacional o extranjera.  SI=1 NO=2	i
V1R9C2PIII	Casa matriz extranjera Procendencia Nacional	Señale si las siguientes fuentes de información fueron o no importantes como origen de ideas para desarrollar o implementar servicios o bienes nuevos o significativamente mejorados, procesos nuevos o significativamente mejorados, métodos organizativos nuevos, o técnicas de comercialización nuevas, durante el período 2010 - 2011 en su empresa. Si su respuesta es afirmativa para el caso de las fuentes externas, indique la procedencia sea nacional o extranjera.  SI=1	i
V1R9C3PIII	Casa matriz extranjera Procendencia Extranjera	Señale si las siguientes fuentes de información fueron o no importantes como origen de ideas para desarrollar o implementar servicios o bienes nuevos o significativamente mejorados, procesos nuevos o significativamente mejorados, métodos organizativos nuevos, o técnicas de comercialización nuevas, durante el período 2010 - 2011 en su empresa. Si su respuesta es afirmativa para el caso de las fuentes externas, indique la procedencia sea nacional o extranjera.  SI=1	i
V1R9C1	Departamento I + D de otra empresa del sector	Señale si las siguientes fuentes de información fueron o no importantes como origen de ideas para desarrollar o implementar servicios o bienes nuevos o significativamente mejorados, procesos nuevos o significativamente mejorados, métodos organizativos nuevos, o técnicas de comercialización nuevas, durante el período 2014 - 2015 en su empresa. Si su respuesta es afirmativa para el caso de las fuentes externas, indique la procedencia sea nacional o extranjera.  SI=1 NO=2	i
V1R9C2	Departamento I + D de otra empresa del sector Procendencia Nacional	Señale si las siguientes fuentes de información fueron o no importantes como origen de ideas para desarrollar o implementar servicios o bienes nuevos o significativamente mejorados, procesos nuevos o significativamente mejorados, métodos organizativos nuevos, o técnicas de comercialización nuevas, durante el período 2014 - 2015 en su empresa. Si su respuesta es afirmativa para el caso de las fuentes externas, indique la procedencia sea nacional o extranjera.  SI=1	i
V1R9C3	Departamento I + D de otra empresa del sector Procendencia Extranjera	Señale si las siguientes fuentes de información fueron o no importantes como origen de ideas para desarrollar o implementar servicios o bienes nuevos o significativamente mejorados, procesos nuevos o significativamente mejorados, métodos organizativos nuevos, o técnicas de comercialización nuevas, durante el período 2014 - 2015 en su empresa. Si su respuesta es afirmativa para el caso de las fuentes externas, indique la procedencia sea nacional o extranjera.  SI=1	i
V1R10C1	Competidores u otras empresas del sector (excepto el departamento de I + D)	Señale si las siguientes fuentes de información fueron o no importantes como origen de ideas para desarrollar o implementar servicios o bienes nuevos o significativamente mejorados, procesos nuevos o significativamente mejorados, métodos organizativos nuevos, o técnicas de comercialización nuevas, durante el período 2014 - 2015 en su empresa. Si su respuesta es afirmativa para el caso de las fuentes externas, indique la procedencia sea nacional o extranjera.  SI=1 NO=2	i
V1R10C2	Competidores u otras empresas del sector (excepto el departamento de I + D) Procendencia Nacional	Señale si las siguientes fuentes de información fueron o no importantes como origen de ideas para desarrollar o implementar servicios o bienes nuevos o significativamente mejorados, procesos nuevos o significativamente mejorados, métodos organizativos nuevos, o técnicas de comercialización nuevas, durante el período 2014 - 2015 en su empresa. Si su respuesta es afirmativa para el caso de las fuentes externas, indique la procedencia sea nacional o extranjera.  SI=1	i
V1R10C3	Competidores u otras empresas del sector (excepto el departamento de I + D) Procendencia Extranjera	Señale si las siguientes fuentes de información fueron o no importantes como origen de ideas para desarrollar o implementar servicios o bienes nuevos o significativamente mejorados, procesos nuevos o significativamente mejorados, métodos organizativos nuevos, o técnicas de comercialización nuevas, durante el período 2014 - 2015 en su empresa. Si su respuesta es afirmativa para el caso de las fuentes externas, indique la procedencia sea nacional o extranjera.  SI=1	i
V1R11C1	Clientes	Señale si las siguientes fuentes de información fueron o no importantes como origen de ideas para desarrollar o implementar servicios o bienes nuevos o significativamente mejorados, procesos nuevos o significativamente mejorados, métodos organizativos nuevos, o técnicas de comercialización nuevas, durante el período 2014 - 2015 en su empresa. Si su respuesta es afirmativa para el caso de las fuentes externas, indique la procedencia sea nacional o extranjera.  SI=1 NO=2	i
V1R11C2	Clientes Procendencia Nacional	Señale si las siguientes fuentes de información fueron o no importantes como origen de ideas para desarrollar o implementar servicios o bienes nuevos o significativamente mejorados, procesos nuevos o significativamente mejorados, métodos organizativos nuevos, o técnicas de comercialización nuevas, durante el período 2014 - 2015 en su empresa. Si su respuesta es afirmativa para el caso de las fuentes externas, indique la procedencia sea nacional o extranjera.  SI=1	i
V1R11C3	Clientes Procendencia Extranjera	Señale si las siguientes fuentes de información fueron o no importantes como origen de ideas para desarrollar o implementar servicios o bienes nuevos o significativamente mejorados, procesos nuevos o significativamente mejorados, métodos organizativos nuevos, o técnicas de comercialización nuevas, durante el período 2014 - 2015 en su empresa. Si su respuesta es afirmativa para el caso de las fuentes externas, indique la procedencia sea nacional o extranjera.  SI=1	i
V1R12C1	Proveedores	Señale si las siguientes fuentes de información fueron o no importantes como origen de ideas para desarrollar o implementar servicios o bienes nuevos o significativamente mejorados, procesos nuevos o significativamente mejorados, métodos organizativos nuevos, o técnicas de comercialización nuevas, durante el período 2014 - 2015 en su empresa. Si su respuesta es afirmativa para el caso de las fuentes externas, indique la procedencia sea nacional o extranjera.  SI=1 NO=2	i
V1R12C2	Proveedores Procendencia Nacional	Señale si las siguientes fuentes de información fueron o no importantes como origen de ideas para desarrollar o implementar servicios o bienes nuevos o significativamente mejorados, procesos nuevos o significativamente mejorados, métodos organizativos nuevos, o técnicas de comercialización nuevas, durante el período 2014 - 2015 en su empresa. Si su respuesta es afirmativa para el caso de las fuentes externas, indique la procedencia sea nacional o extranjera.  SI=1	i
V1R12C3	Proveedores Procendencia Extranjera	Señale si las siguientes fuentes de información fueron o no importantes como origen de ideas para desarrollar o implementar servicios o bienes nuevos o significativamente mejorados, procesos nuevos o significativamente mejorados, métodos organizativos nuevos, o técnicas de comercialización nuevas, durante el período 2014 - 2015 en su empresa. Si su respuesta es afirmativa para el caso de las fuentes externas, indique la procedencia sea nacional o extranjera.  SI=1	i
